Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||4|b|m..|(1/4,y,z)|(3/4,-y,z)||
||4|a|..2|(0,0,z)|(1/2,0,z)||
B b m 2|198|||||||
||8|c|1|(x,y,z)|(-x,-y,z)|(-x,y+1/2,z)|(x,-y+1/2,z)
||4|b|m..|(x,1/4,z)|(-x,3/4,z)||
||4|a|..2|(0,0,z)|(0,1/2,z)||
B 2 m b|199|||||||
||8|c|1|(x,y,z)|(x,-y,-z)|(x,y+1/2,-z)|(x,-y+1/2,z)
||4|b|m..|(x,1/4,z)|(x,3/4,-z)||
||4|a|..2|(x,0,0)|(x,1/2,0)||
C 2 c m|200|||||||
||8|c|1|(x,y,z)|(x,-y,-z)|(x,-y,z+1/2)|(x,y,-z+1/2)
||4|b|m..|(x,y,1/4)|(x,-y,3/4)||
||4|a|..2|(x,0,0)|(x,0,1/2)||
C c 2 m|201|||||||
||8|c|1|(x,y,z)|(-x,y,-z)|(-x,y,z+1/2)|(x,y,-z+1/2)
||4|b|m..|(x,y,1/4)|(-x,y,3/4)||
||4|a|..2|(0,y,0)|(0,y,1/2)||
A m 2 a|202|||||||
||8|c|1|(x,y,z)|(-x,y,-z)|(x+1/2,y,-z)|(-x+1/2,y,z)
||4|b|m..|(1/4,y,z)|(3/4,y,-z)||
||4|a|..2|(0,y,0)|(1/2,y,0)||
A b a 2|203|||||||
||8|b|1|(x,y,z)|(-x,-y,z)|(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)
||4|a|..2|(0,0,z)|(1/2,1/2,z)||
B b a 2|204|||||||
||8|b|1|(x,y,z)|(-x,-y,z)|(-x+1/2,y+1/2,z)|(x+1/2,-y+1/2,z)
||4|a|..2|(0,0,z)|(1/2,1/2,z)||
B 2 c b|205|||||||
||8|b|1|(x,y,z)|(x,-y,-z)|(x,y+1/2,-z+1/2)|(x,-y+1/2,z+1/2)
||4|a|..2|(x,0,0)|(x,1/2,1/2)||
C 2 c b|206|||||||
||8|b|1|(x,y,z)|(x,-y,-z)|(x,-y+1/2,z+1/2)|(x,y+1/2,-z+1/2)
||4|a|..2|(x,0,0)|(x,1/2,1/2)||
C c 2 a|207|||||||
||8|b|1|(x,y,z)|(-x,y,-z)|(-x+1/2,y,z+1/2)|(x+1/2,y,-z+1/2)
||4|a|..2|(0,y,0)|(1/2,y,1/2)||
A c 2 a|208|||||||
||8|b|1|(x,y,z)|(-x,y,-z)|(x+1/2,y,-z+1/2)|(-x+1/2,y,z+1/2)
||4|a|..2|(0,y,0)|(1/2,y,1/2)||
F m m 2|209|||||||
||16|e|1|(x,y,z)|(-x,-y,z)|(x,-y,z)|(-x,y,z)
||8|d|.m.|(x,0,z)|(-x,0,z)||
||8|c|m..|(0,y,z)|(0,-y,z)||
||8|b|..2|(1/4,1/4,z)|(1/4,3/4,z)||
||4|a|mm2|(0,0,z)|||
F 2 m m|210|||||||
||16|e|1|(x,y,z)|(x,-y,-z)|(x,y,-z)|(x,-y,z)
||8|d|.m.|(x,y,0)|(x,-y,0)||
||8|c|m..|(x,0,z)|(x,0,-z)||
||8|b|..2|(x,1/4,1/4)|(x,1/4,3/4)||
||4|a|mm2|(x,0,0)|||
F m 2 m|211|||||||
||16|e|1|(x,y,z)|(-x,y,-z)|(-x,y,z)|(x,y,-z)
||8|d|.m.|(0,y,z)|(0,y,-z)||
||8|c|m..|(x,y,0)|(-x,y,0)||
||8|b|..2|(1/4,y,1/4)|(3/4,y,1/4)||
||4|a|mm2|(0,y,0)|||
F d d 2|212|||||||
||16|b|1|(x,y,z)|(-x,-y,z)|(x+1/4,-y+1/4,z+1/4)|(-x+1/4,y+1/4,z+1/4)
||8|a|..2|(0,0,z)|(1/4,1/4,z+1/4)||
F 2 d d|213|||||||
||16|b|1|(x,y,z)|(x,-y,-z)|(x+1/4,y+1/4,-z+1/4)|(x+1/4,-y+1/4,z+1/4)
||8|a|..2|(x,0,0)|(x+1/4,1/4,1/4)||
F d 2 d|214|||||||
||16|b|1|(x,y,z)|(-x,y,-z)|(-x+1/4,y+1/4,z+1/4)|(x+1/4,y+1/4,-z+1/4)
||8|a|..2|(0,y,0)|(1/4,y+1/4,1/4)||
I m m 2|215|||||||
||8|e|1|(x,y,z)|(-x,-y,z)|(x,-y,z)|(-x,y,z)
||4|d|m..|(0,y,z)|(0,-y,z)||
||4|c|.m.|(x,0,z)|(-x,0,z)||
||2|b|mm2|(0,1/2,z)|||
||2|a|mm2|(0,0,z)|||
I 2 m m|216|||||||
||8|e|1|(x,y,z)|(x,-y,-z)|(x,y,-z)|(x,-y,z)
||4|d|m..|(x,0,z)|(x,0,-z)||
||4|c|.m.|(x,y,0)|(x,-y,0)||
||2|b|mm2|(x,0,1/2)|||
||2|a|mm2|(x,0,0)|||
I m 2 m|217|||||||
||8|e|1|(x,y,z)|(-x,y,-z)|(-x,y,z)|(x,y,-z)
||4|d|m..|(x,y,0)|(-x,y,0)||
||4|c|.m.|(0,y,z)|(0,y,-z)||
||2|b|mm2|(1/2,y,0)|||
||2|a|mm2|(0,y,0)|||
I b a 2|218|||||||
||8|c|1|(x,y,z)|(-x,-y,z)|(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)
||4|b|..2|(0,1/2,z)|(1/2,0,z)||
||4|a|..2|(0,0,z)|(1/2,1/2,z)||
I 2 c b|219|||||||
||8|c|1|(x,y,z)|(x,-y,-z)|(x,y+1/2,-z+1/2)|(x,-y+1/2,z+1/2)
||4|b|..2|(x,0,1/2)|(x,1/2,0)||
||4|a|..2|(x,0,0)|(x,1/2,1/2)||
I c 2 a|220|||||||
||8|c|1|(x,y,z)|(-x,y,-z)|(-x+1/2,y,z+1/2)|(x+1/2,y,-z+1/2)
||4|b|..2|(1/2,y,0)|(0,y,1/2)||
||4|a|..2|(0,y,0)|(1/2,y,1/2)||
I m a 2|221|||||||
||8|c|1|(x,y,z)|(-x,-y,z)|(x+1/2,-y,z)|(-x+1/2,y,z)
||4|b|m..|(1/4,y,z)|(3/4,-y,z)||
||4|a|..2|(0,0,z)|(1/2,0,z)||
I b m 2|222|||||||
||8|c|1|(x,y,z)|(-x,-y,z)|(-x,y+1/2,z)|(x,-y+1/2,z)
||4|b|m..|(x,1/4,z)|(-x,3/4,z)||
||4|a|..2|(0,0,z)|(0,1/2,z)||
I 2 m b|223|||||||
||8|c|1|(x,y,z)|(x,-y,-z)|(x,y+1/2,-z)|(x,-y+1/2,z)
||4|b|m..|(x,1/4,z)|(x,3/4,-z)||
||4|a|..2|(x,0,0)|(x,1/2,0)||
I 2 c m|224|||||||
||8|c|1|(x,y,z)|(x,-y,-z)|(x,-y,z+1/2)|(x,y,-z+1/2)
||4|b|m..|(x,y,1/4)|(x,-y,3/4)||
||4|a|..2|(x,0,0)|(x,0,1/2)||
I c 2 m|225|||||||
||8|c|1|(x,y,z)|(-x,y,-z)|(-x,y,z+1/2)|(x,y,-z+1/2)
||4|b|m..|(x,y,1/4)|(-x,y,3/4)||
||4|a|..2|(0,y,0)|(0,y,1/2)||
I m 2 a|226|||||||
||8|c|1|(x,y,z)|(-x,y,-z)|(x+1/2,y,-z)|(-x+1/2,y,z)
||4|b|m..|(1/4,y,z)|(3/4,y,-z)||
||4|a|..2|(0,y,0)|(1/2,y,0)||
P 2/m 2/m 2/m|227|||||||
||8|A|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
||4|z|..m|(x,y,1/2)|(-x,-y,1/2)|(-x,y,1/2)|(x,-y,1/2)
||4|y|..m|(x,y,0)|(-x,-y,0)|(-x,y,0)|(x,-y,0)
||4|x|.m.|(x,1/2,z)|(-x,1/2,z)|(-x,1/2,-z)|(x,1/2,-z)
||4|w|.m.|(x,0,z)|(-x,0,z)|(-x,0,-z)|(x,0,-z)
||4|v|m..|(1/2,y,z)|(1/2,-y,z)|(1/2,y,-z)|(1/2,-y,-z)
||4|u|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
||2|t|mm2|(1/2,1/2,z)|(1/2,1/2,-z)||
||2|s|mm2|(1/2,0,z)|(1/2,0,-z)||
||2|r|mm2|(0,1/2,z)|(0,1/2,-z)||
||2|q|mm2|(0,0,z)|(0,0,-z)||
||2|p|m2m|(1/2,y,1/2)|(1/2,-y,1/2)||
||2|o|m2m|(1/2,y,0)|(1/2,-y,0)||
||2|n|m2m|(0,y,1/2)|(0,-y,1/2)||
||2|m|m2m|(0,y,0)|(0,-y,0)||
||2|l|2mm|(x,1/2,1/2)|(-x,1/2,1/2)||
||2|k|2mm|(x,1/2,0)|(-x,1/2,0)||
||2|j|2mm|(x,0,1/2)|(-x,0,1/2)||
||2|i|2mm|(x,0,0)|(-x,0,0)||
||1|h|mmm|(1/2,1/2,1/2)|||
||1|g|mmm|(0,1/2,1/2)|||
||1|f|mmm|(1/2,1/2,0)|||
||1|e|mmm|(0,1/2,0)|||
||1|d|mmm|(1/2,0,1/2)|||
||1|c|mmm|(0,0,1/2)|||
||1|b|mmm|(1/2,0,0)|||
||1|a|mmm|(0,0,0)|||
P 2/n 2/n 2/n|228|||||||
||8|m|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)
||4|l|..2|(0,1/2,z)|(0,1/2,-z)|(1/2,0,-z+1/2)|(1/2,0,z+1/2)
||4|k|..2|(0,0,z)|(0,0,-z)|(1/2,1/2,-z+1/2)|(1/2,1/2,z+1/2)
||4|j|.2.|(1/2,y,0)|(1/2,-y,0)|(0,-y+1/2,1/2)|(0,y+1/2,1/2)
||4|i|.2.|(0,y,0)|(0,-y,0)|(1/2,-y+1/2,1/2)|(1/2,y+1/2,1/2)
||4|h|2..|(x,0,1/2)|(-x,0,1/2)|(-x+1/2,1/2,0)|(x+1/2,1/2,0)
||4|g|2..|(x,0,0)|(-x,0,0)|(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)
||4|f|-1|(3/4,3/4,3/4)|(1/4,1/4,3/4)|(1/4,3/4,1/4)|(3/4,1/4,1/4)
||4|e|-1|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
||2|d|222|(0,1/2,0)|(1/2,0,1/2)||
||2|c|222|(0,0,1/2)|(1/2,1/2,0)||
||2|b|222|(1/2,0,0)|(0,1/2,1/2)||
||2|a|222|(0,0,0)|(1/2,1/2,1/2)||
P 2/n 2/n 2/n|229|||||||
||8|m|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-x+1/2,y,-z+1/2)|(x,-y+1/2,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(x+1/2,-y,z+1/2)|(-x,y+1/2,z+1/2)
||4|l|..2|(1/4,3/4,z)|(1/4,3/4,-z+1/2)|(3/4,1/4,-z)|(3/4,1/4,z+1/2)
||4|k|..2|(1/4,1/4,z)|(1/4,1/4,-z+1/2)|(3/4,3/4,-z)|(3/4,3/4,z+1/2)
||4|j|.2.|(3/4,y,1/4)|(3/4,-y+1/2,1/4)|(1/4,-y,3/4)|(1/4,y+1/2,3/4)
||4|i|.2.|(1/4,y,1/4)|(1/4,-y+1/2,1/4)|(3/4,-y,3/4)|(3/4,y+1/2,3/4)
||4|h|2..|(x,1/4,3/4)|(-x+1/2,1/4,3/4)|(-x,3/4,1/4)|(x+1/2,3/4,1/4)
||4|g|2..|(x,1/4,1/4)|(-x+1/2,1/4,1/4)|(-x,3/4,3/4)|(x+1/2,3/4,3/4)
||4|f|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
||4|e|-1|(1/2,1/2,1/2)|(0,0,1/2)|(0,1/2,0)|(1/2,0,0)
||2|d|222|(1/4,3/4,1/4)|(3/4,1/4,3/4)||
||2|c|222|(1/4,1/4,3/4)|(3/4,3/4,1/4)||
||2|b|222|(3/4,1/4,1/4)|(1/4,3/4,3/4)||
||2|a|222|(1/4,1/4,1/4)|(3/4,3/4,3/4)||
P 2/c 2/c 2/m|230|||||||
||8|r|1|(x,y,z)|(-x,-y,z)|(-x,y,-z+1/2)|(x,-y,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z+1/2)|(-x,y,z+1/2)
||4|q|..m|(x,y,0)|(-x,-y,0)|(-x,y,1/2)|(x,-y,1/2)
||4|p|..2|(1/2,0,z)|(1/2,0,-z+1/2)|(1/2,0,-z)|(1/2,0,z+1/2)
||4|o|..2|(0,1/2,z)|(0,1/2,-z+1/2)|(0,1/2,-z)|(0,1/2,z+1/2)
||4|n|..2|(1/2,1/2,z)|(1/2,1/2,-z+1/2)|(1/2,1/2,-z)|(1/2,1/2,z+1/2)
||4|m|..2|(0,0,z)|(0,0,-z+1/2)|(0,0,-z)|(0,0,z+1/2)
||4|l|.2.|(1/2,y,1/4)|(1/2,-y,1/4)|(1/2,-y,3/4)|(1/2,y,3/4)
||4|k|.2.|(0,y,1/4)|(0,-y,1/4)|(0,-y,3/4)|(0,y,3/4)
||4|j|2..|(x,1/2,1/4)|(-x,1/2,1/4)|(-x,1/2,3/4)|(x,1/2,3/4)
||4|i|2..|(x,0,1/4)|(-x,0,1/4)|(-x,0,3/4)|(x,0,3/4)
||2|h|222|(1/2,1/2,1/4)|(1/2,1/2,3/4)||
||2|g|222|(0,1/2,1/4)|(0,1/2,3/4)||
||2|f|222|(1/2,0,1/4)|(1/2,0,3/4)||
||2|e|222|(0,0,1/4)|(0,0,3/4)||
||2|d|..2/m|(1/2,0,0)|(1/2,0,1/2)||
||2|c|..2/m|(0,1/2,0)|(0,1/2,1/2)||
||2|b|..2/m|(1/2,1/2,0)|(1/2,1/2,1/2)||
||2|a|..2/m|(0,0,0)|(0,0,1/2)||
P 2/m 2/a 2/a|231|||||||
||8|r|1|(x,y,z)|(x,-y,-z)|(-x+1/2,-y,z)|(-x+1/2,y,-z)
|||||(-x,-y,-z)|(-x,y,z)|(x+1/2,y,-z)|(x+1/2,-y,z)
||4|q|..m|(0,y,z)|(0,-y,-z)|(1/2,-y,z)|(1/2,y,-z)
||4|p|..2|(x,1/2,0)|(-x+1/2,1/2,0)|(-x,1/2,0)|(x+1/2,1/2,0)
||4|o|..2|(x,0,1/2)|(-x+1/2,0,1/2)|(-x,0,1/2)|(x+1/2,0,1/2)
||4|n|..2|(x,1/2,1/2)|(-x+1/2,1/2,1/2)|(-x,1/2,1/2)|(x+1/2,1/2,1/2)
||4|m|..2|(x,0,0)|(-x+1/2,0,0)|(-x,0,0)|(x+1/2,0,0)
||4|l|.2.|(1/4,1/2,z)|(1/4,1/2,-z)|(3/4,1/2,-z)|(3/4,1/2,z)
||4|k|.2.|(1/4,0,z)|(1/4,0,-z)|(3/4,0,-z)|(3/4,0,z)
||4|j|2..|(1/4,y,1/2)|(1/4,-y,1/2)|(3/4,-y,1/2)|(3/4,y,1/2)
||4|i|2..|(1/4,y,0)|(1/4,-y,0)|(3/4,-y,0)|(3/4,y,0)
||2|h|222|(1/4,1/2,1/2)|(3/4,1/2,1/2)||
||2|g|222|(1/4,0,1/2)|(3/4,0,1/2)||
||2|f|222|(1/4,1/2,0)|(3/4,1/2,0)||
||2|e|222|(1/4,0,0)|(3/4,0,0)||
||2|d|..2/m|(0,1/2,0)|(1/2,1/2,0)||
||2|c|..2/m|(0,0,1/2)|(1/2,0,1/2)||
||2|b|..2/m|(0,1/2,1/2)|(1/2,1/2,1/2)||
||2|a|..2/m|(0,0,0)|(1/2,0,0)||
P 2/b 2/m 2/b|232|||||||
||8|r|1|(x,y,z)|(-x,y,-z)|(x,-y+1/2,-z)|(-x,-y+1/2,z)
|||||(-x,-y,-z)|(x,-y,z)|(-x,y+1/2,z)|(x,y+1/2,-z)
||4|q|..m|(x,0,z)|(-x,0,-z)|(x,1/2,-z)|(-x,1/2,z)
||4|p|..2|(0,y,1/2)|(0,-y+1/2,1/2)|(0,-y,1/2)|(0,y+1/2,1/2)
||4|o|..2|(1/2,y,0)|(1/2,-y+1/2,0)|(1/2,-y,0)|(1/2,y+1/2,0)
||4|n|..2|(1/2,y,1/2)|(1/2,-y+1/2,1/2)|(1/2,-y,1/2)|(1/2,y+1/2,1/2)
||4|m|..2|(0,y,0)|(0,-y+1/2,0)|(0,-y,0)|(0,y+1/2,0)
||4|l|.2.|(x,1/4,1/2)|(-x,1/4,1/2)|(-x,3/4,1/2)|(x,3/4,1/2)
||4|k|.2.|(x,1/4,0)|(-x,1/4,0)|(-x,3/4,0)|(x,3/4,0)
||4|j|2..|(1/2,1/4,z)|(1/2,1/4,-z)|(1/2,3/4,-z)|(1/2,3/4,z)
||4|i|2..|(0,1/4,z)|(0,1/4,-z)|(0,3/4,-z)|(0,3/4,z)
||2|h|222|(1/2,1/4,1/2)|(1/2,3/4,1/2)||
||2|g|222|(1/2,1/4,0)|(1/2,3/4,0)||
||2|f|222|(0,1/4,1/2)|(0,3/4,1/2)||
||2|e|222|(0,1/4,0)|(0,3/4,0)||
||2|d|..2/m|(0,0,1/2)|(0,1/2,1/2)||
||2|c|..2/m|(1/2,0,0)|(1/2,1/2,0)||
||2|b|..2/m|(1/2,0,1/2)|(1/2,1/2,1/2)||
||2|a|..2/m|(0,0,0)|(0,1/2,0)||
P 2/b 2/a 2/n|233|||||||
||8|m|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(-x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)
||4|l|..2|(0,1/2,z)|(0,1/2,-z)|(1/2,0,-z)|(1/2,0,z)
||4|k|..2|(0,0,z)|(0,0,-z)|(1/2,1/2,-z)|(1/2,1/2,z)
||4|j|.2.|(0,y,1/2)|(0,-y,1/2)|(1/2,-y+1/2,1/2)|(1/2,y+1/2,1/2)
||4|i|.2.|(0,y,0)|(0,-y,0)|(1/2,-y+1/2,0)|(1/2,y+1/2,0)
||4|h|2..|(x,0,1/2)|(-x,0,1/2)|(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)
||4|g|2..|(x,0,0)|(-x,0,0)|(-x+1/2,1/2,0)|(x+1/2,1/2,0)
||4|f|-1|(1/4,1/4,1/2)|(3/4,3/4,1/2)|(3/4,1/4,1/2)|(1/4,3/4,1/2)
||4|e|-1|(1/4,1/4,0)|(3/4,3/4,0)|(3/4,1/4,0)|(1/4,3/4,0)
||2|d|222|(0,0,1/2)|(1/2,1/2,1/2)||
||2|c|222|(1/2,0,1/2)|(0,1/2,1/2)||
||2|b|222|(1/2,0,0)|(0,1/2,0)||
||2|a|222|(0,0,0)|(1/2,1/2,0)||
P 2/b 2/a 2/n|234|||||||
||8|m|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-x+1/2,y,-z)|(x,-y+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(x+1/2,-y,z)|(-x,y+1/2,z)
||4|l|..2|(1/4,3/4,z)|(1/4,3/4,-z)|(3/4,1/4,-z)|(3/4,1/4,z)
||4|k|..2|(1/4,1/4,z)|(1/4,1/4,-z)|(3/4,3/4,-z)|(3/4,3/4,z)
||4|j|.2.|(1/4,y,1/2)|(1/4,-y+1/2,1/2)|(3/4,-y,1/2)|(3/4,y+1/2,1/2)
||4|i|.2.|(1/4,y,0)|(1/4,-y+1/2,0)|(3/4,-y,0)|(3/4,y+1/2,0)
||4|h|2..|(x,1/4,1/2)|(-x+1/2,1/4,1/2)|(-x,3/4,1/2)|(x+1/2,3/4,1/2)
||4|g|2..|(x,1/4,0)|(-x+1/2,1/4,0)|(-x,3/4,0)|(x+1/2,3/4,0)
||4|f|-1|(0,0,1/2)|(1/2,1/2,1/2)|(1/2,0,1/2)|(0,1/2,1/2)
||4|e|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,0)|(0,1/2,0)
||2|d|222|(1/4,1/4,1/2)|(3/4,3/4,1/2)||
||2|c|222|(3/4,1/4,1/2)|(1/4,3/4,1/2)||
||2|b|222|(3/4,1/4,0)|(1/4,3/4,0)||
||2|a|222|(1/4,1/4,0)|(3/4,3/4,0)||
P 2/n 2/c 2/b|235|||||||
||8|m|1|(x,y,z)|(x,-y,-z)|(-x,-y,z)|(-x,y,-z)
|||||(-x,-y+1/2,-z+1/2)|(-x,y+1/2,z+1/2)|(x,y+1/2,-z+1/2)|(x,-y+1/2,z+1/2)
||4|l|..2|(x,0,1/2)|(-x,0,1/2)|(-x,1/2,0)|(x,1/2,0)
||4|k|..2|(x,0,0)|(-x,0,0)|(-x,1/2,1/2)|(x,1/2,1/2)
||4|j|.2.|(1/2,0,z)|(1/2,0,-z)|(1/2,1/2,-z+1/2)|(1/2,1/2,z+1/2)
||4|i|.2.|(0,0,z)|(0,0,-z)|(0,1/2,-z+1/2)|(0,1/2,z+1/2)
||4|h|2..|(1/2,y,0)|(1/2,-y,0)|(1/2,-y+1/2,1/2)|(1/2,y+1/2,1/2)
||4|g|2..|(0,y,0)|(0,-y,0)|(0,-y+1/2,1/2)|(0,y+1/2,1/2)
||4|f|-1|(1/2,1/4,1/4)|(1/2,3/4,3/4)|(1/2,3/4,1/4)|(1/2,1/4,3/4)
||4|e|-1|(0,1/4,1/4)|(0,3/4,3/4)|(0,3/4,1/4)|(0,1/4,3/4)
||2|d|222|(1/2,0,0)|(1/2,1/2,1/2)||
||2|c|222|(1/2,1/2,0)|(1/2,0,1/2)||
||2|b|222|(0,1/2,0)|(0,0,1/2)||
||2|a|222|(0,0,0)|(0,1/2,1/2)||
P 2/n 2/c 2/b|236|||||||
||8|m|1|(x,y,z)|(x,-y+1/2,-z+1/2)|(-x,-y+1/2,z)|(-x,y,-z+1/2)
|||||(-x,-y,-z)|(-x,y+1/2,z+1/2)|(x,y+1/2,-z)|(x,-y,z+1/2)
||4|l|..2|(x,1/4,3/4)|(-x,1/4,3/4)|(-x,3/4,1/4)|(x,3/4,1/4)
||4|k|..2|(x,1/4,1/4)|(-x,1/4,1/4)|(-x,3/4,3/4)|(x,3/4,3/4)
||4|j|.2.|(1/2,1/4,z)|(1/2,1/4,-z+1/2)|(1/2,3/4,-z)|(1/2,3/4,z+1/2)
||4|i|.2.|(0,1/4,z)|(0,1/4,-z+1/2)|(0,3/4,-z)|(0,3/4,z+1/2)
||4|h|2..|(1/2,y,1/4)|(1/2,-y+1/2,1/4)|(1/2,-y,3/4)|(1/2,y+1/2,3/4)
||4|g|2..|(0,y,1/4)|(0,-y+1/2,1/4)|(0,-y,3/4)|(0,y+1/2,3/4)
||4|f|-1|(1/2,0,0)|(1/2,1/2,1/2)|(1/2,1/2,0)|(1/2,0,1/2)
||4|e|-1|(0,0,0)|(0,1/2,1/2)|(0,1/2,0)|(0,0,1/2)
||2|d|222|(1/2,1/4,1/4)|(1/2,3/4,3/4)||
||2|c|222|(1/2,3/4,1/4)|(1/2,1/4,3/4)||
||2|b|222|(0,3/4,1/4)|(0,1/4,3/4)||
||2|a|222|(0,1/4,1/4)|(0,3/4,3/4)||
P 2/c 2/n 2/a|237|||||||
||8|m|1|(x,y,z)|(-x,y,-z)|(x,-y,-z)|(-x,-y,z)
|||||(-x+1/2,-y,-z+1/2)|(x+1/2,-y,z+1/2)|(-x+1/2,y,z+1/2)|(x+1/2,y,-z+1/2)
||4|l|..2|(1/2,y,0)|(1/2,-y,0)|(0,-y,1/2)|(0,y,1/2)
||4|k|..2|(0,y,0)|(0,-y,0)|(1/2,-y,1/2)|(1/2,y,1/2)
||4|j|.2.|(x,1/2,0)|(-x,1/2,0)|(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)
||4|i|.2.|(x,0,0)|(-x,0,0)|(-x+1/2,0,1/2)|(x+1/2,0,1/2)
||4|h|2..|(0,1/2,z)|(0,1/2,-z)|(1/2,1/2,-z+1/2)|(1/2,1/2,z+1/2)
||4|g|2..|(0,0,z)|(0,0,-z)|(1/2,0,-z+1/2)|(1/2,0,z+1/2)
||4|f|-1|(1/4,1/2,1/4)|(3/4,1/2,3/4)|(1/4,1/2,3/4)|(3/4,1/2,1/4)
||4|e|-1|(1/4,0,1/4)|(3/4,0,3/4)|(1/4,0,3/4)|(3/4,0,1/4)
||2|d|222|(0,1/2,0)|(1/2,1/2,1/2)||
||2|c|222|(0,1/2,1/2)|(1/2,1/2,0)||
||2|b|222|(0,0,1/2)|(1/2,0,0)||
||2|a|222|(0,0,0)|(1/2,0,1/2)||
P 2/c 2/n 2/a|238|||||||
||8|m|1|(x,y,z)|(-x+1/2,y,-z+1/2)|(x,-y,-z+1/2)|(-x+1/2,-y,z)
|||||(-x,-y,-z)|(x+1/2,-y,z+1/2)|(-x,y,z+1/2)|(x+1/2,y,-z)
||4|l|..2|(3/4,y,1/4)|(3/4,-y,1/4)|(1/4,-y,3/4)|(1/4,y,3/4)
||4|k|..2|(1/4,y,1/4)|(1/4,-y,1/4)|(3/4,-y,3/4)|(3/4,y,3/4)
||4|j|.2.|(x,1/2,1/4)|(-x+1/2,1/2,1/4)|(-x,1/2,3/4)|(x+1/2,1/2,3/4)
||4|i|.2.|(x,0,1/4)|(-x+1/2,0,1/4)|(-x,0,3/4)|(x+1/2,0,3/4)
||4|h|2..|(1/4,1/2,z)|(1/4,1/2,-z+1/2)|(3/4,1/2,-z)|(3/4,1/2,z+1/2)
||4|g|2..|(1/4,0,z)|(1/4,0,-z+1/2)|(3/4,0,-z)|(3/4,0,z+1/2)
||4|f|-1|(0,1/2,0)|(1/2,1/2,1/2)|(0,1/2,1/2)|(1/2,1/2,0)
||4|e|-1|(0,0,0)|(1/2,0,1/2)|(0,0,1/2)|(1/2,0,0)
||2|d|222|(1/4,1/2,1/4)|(3/4,1/2,3/4)||
||2|c|222|(1/4,1/2,3/4)|(3/4,1/2,1/4)||
||2|b|222|(1/4,0,3/4)|(3/4,0,1/4)||
||2|a|222|(1/4,0,1/4)|(3/4,0,3/4)||
||4|e|2..|(0,0,z)|(0,1/2,-z+1/2)|(0,0,-z)|(0,1/2,z+1/2)
||2|d|2/m..|(1/2,0,0)|(1/2,1/2,1/2)||
||2|c|2/m..|(1/2,0,1/2)|(1/2,1/2,0)||
||2|b|2/m..|(0,0,1/2)|(0,1/2,0)||
||2|a|2/m..|(0,0,0)|(0,1/2,1/2)||
P 21/m 2/m 2/a|239|||||||
||8|l|1|(x,y,z)|(-x+1/2,-y,z)|(-x,y,-z)|(x+1/2,-y,-z)
|||||(-x,-y,-z)|(x+1/2,y,-z)|(x,-y,z)|(-x+1/2,y,z)
||4|k|m..|(1/4,y,z)|(1/4,-y,z)|(3/4,y,-z)|(3/4,-y,-z)
||4|j|.m.|(x,1/2,z)|(-x+1/2,1/2,z)|(-x,1/2,-z)|(x+1/2,1/2,-z)
||4|i|.m.|(x,0,z)|(-x+1/2,0,z)|(-x,0,-z)|(x+1/2,0,-z)
||4|h|.2.|(0,y,1/2)|(1/2,-y,1/2)|(0,-y,1/2)|(1/2,y,1/2)
||4|g|.2.|(0,y,0)|(1/2,-y,0)|(0,-y,0)|(1/2,y,0)
||2|f|mm2|(1/4,1/2,z)|(3/4,1/2,-z)||
||2|e|mm2|(1/4,0,z)|(3/4,0,-z)||
||2|d|.2/m.|(0,1/2,1/2)|(1/2,1/2,1/2)||
||2|c|.2/m.|(0,0,1/2)|(1/2,0,1/2)||
||2|b|.2/m.|(0,1/2,0)|(1/2,1/2,0)||
||2|a|.2/m.|(0,0,0)|(1/2,0,0)||
P 2/m 21/m 2/b|240|||||||
