0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 (9+0) (1+17) 1 (0+9) (3+1) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 
(0+10) 0 (0+4) 1 (1+6) (0+16) (5+0) (9+0) (2+3) 2 3 (15+5) 4 5 (15+2) (10+4) (4+0) (7+1) (2+15) 6 7 8 9 10 11 12 13 14 15 16 17 18 
(2+0) (0+2) 0 1 (2+1) 2 (1+2) (3+0) (0+8) 3 (9+3) 4 (8+0) 5 6 (4+17) (5+9) (0+8) (5+8) (3+9) (8+5) (9+5) 7 (9+10) (10+9) 8 9 10 11 12 (15+10) 13 
(1+6) (6+1) 0 1 (0+1) 2 (1+6) (11+6) (6+1) (2+13) 3 4 5 6 (3+16) (4+10) (11+4) 7 8 (10+4) 9 (10+4) (4+11) 10 (6+11) (23+4) 11 (12+4) (21+0) (4+23) 12 13 
(1+17) (1+13) (0+3) (2+8) 0 1 (10+12) 2 (9+4) 3 (9+0) (8+2) (4+9) (12+10) 4 (9+2) 5 6 7 (13+1) 8 (0+9) 9 (7+15) 10 (5+20) 11 12 13 (17+1) (15+7) (19+3) 
(1+9) 0 (8+0) (1+0) 1 (2+5) (2+17) 2 3 4 (17+2) (12+6) (4+14) 5 6 (4+7) (14+4) 7 (9+5) 8 9 10 (7+12) (12+7) (1+21) 11 12 13 14 15 16 17 
(13+23)mLA1 0 (4+2) 1 2 (3+10) (4+3) 3 4 (9+6) (17+2) 5 6 (7+2) (3+4) 7 8 (5+17) (0+15) (15+0) (6+9) (2+17) 9 (16+25) (2+7) 10 (2+4) 11 (4+10) (10+3) 12 13 
(0+7) 0 (7+0) 1 2 3 4 (9+2) 5 6 7 (17+14) (29+5) (3+13) (9+19) (2+20) (7+5) 8 9 (4+10) (14+2) 10 (13+3) 11 12 13 14 15 16 (5+7) 17 (4+1) 
(2+21) (0+8) 0 (1+4) (4+2) 1 (4+0) 2 3 4 5 6 7 (4+8) 8 (10+12) 9 10 11 12 13 14 15 16 17 18 19 (12+10) 20 21 22 23 
(14+0) 0 1 (10+1) (0+6) (0+5) (2+10) (16+4) 2 (8+6) (5+0) (3+1) 3 4 5 (6+4) (4+6) (6+0) 6 7 8 9 10 11 12 13 14 15 16 17 18 (16+9) 
0 1 2 (1+4) (2+1) (1+10) (1+2) (4+1) (0+12) (0+9) 3 4 (8+0) (0+6) (0+13) (6+0) (0+8) 5 6 7 (7+8) (12+0) (10+1) (8+7) 8 9 10 11 12 (13+0) 13 14 
(3+9) (3+1) 0 1 (4+1) (3+4) 2 3 4 (4+3) (1+3) (1+4) 5 (4+2) (4+6) (5+11) 6 7 (2+4) (6+4) (7+19) 8 9 10 11 12 13 14 15 (14+1) 16 (19+7) 
0 1 (8+1) 2 3 (3+0) 4 (7+8) 5 6 7 8 (4+13) (8+4) 9 (8+7) (12+13) (18+10) 10 (10+18) (1+8) 11 12 13 14 (3+0) 15 (4+13) 16 17 18 (13+4) 
(0+3) 0 (11+0) 1 2 (3+2) (2+3) 3 4 5 6 (1+19) 7 8 9 10 11 12 (1+19) 13 (13+12) (7+8) 14 15 16 (6+10) 17 18 19 20 21 22 
0 (8+5) (0+6) (9+7) (0+9) 1 2 (5+0) (1+4) (0+5) (6+0) 3 4 5 6 7 (8+2) 8 9 (10+17) 10 11 12 13 14 15 16 17 18 19 20 (6+8) 
0 1 (2+4) 2 3 4 (2+13) (2+7) (6+1) 5 (7+15) 6 7 (14+0) 8 (18+8) 9 (14+4) 10 (4+2) 11 (7+2) 12 (8+15) 13 14 15 16 17 18 (15+7) 19 
(1+20) 0 1 (0+3) (3+0) 2 (0+6) 3 4 (4+6) 5 (6+1) 6 7 8 9 10 11 (6+0) 12 13 14 15 16 17 (20+1) 18 19 20 21 (1+20) 22 
0 1 2 3 (8+23) 4 (1+4) (2+11) (13+1) 5 6 7 8 (2+0) 9 (11+2) 10 11 (1+13) 12 13 (10+13) (13+10) (21+1) (1+21) 14 15 (4+1) 16 17 18 19 
(4+1) 0 1 2 3 (3+14) (14+0) (1+2) (10+7) (6+17) 4 (10+14) 5 6 7 8 9 (4+18) (20+0) 10 11 12 13 14 15 (4+19) 16 17 18 19 20 (7+10) 
0 (1+18) 1 2 (15+1) (5+7) 3 (3+4) (9+16) 4 5 (2+8) 6 7 (2+24) 8 9 10 11 12 (19+15) (24+2) (11+5) 13 14 (5+17) 15 16 17 18 19 20 
0 (7+16) 1 (14+0) 2 (0+14) 3 4 5 6 7 8 (0+5) 9 (5+15) (12+25) 10 11 12 13 14 (17+8) (1+5) 15 16 17 18 19 20 21 22 23 
(0+21) 0 1 2 (2+11) 3 4 5 6 7 (15+2) 8 9 10 (5+6) 11 12 13 14 (2+15) 15 16 17 18 19 (1+11) 20 21 (3+19) 22 23 24 
0 (2+10) 1 (0+12) 2 (11+2) (14+5) (12+16) 3 4 5 6 7 8 9 (7+8) (7+12) 10 11 12 13 14 (8+7) 15 16 17 18 19 20 21 22 23 
(2+8) (12+2) (0+3) 0 1 2 (4+0) (3+0) (7+6) (0+4) 3 4 5 6 (24+30) 7 8 9 10 11 12 (7+10) 13 (5+16) 14 15 (7+18) 16 17 18 19 20 
0 (3+2) 1 (2+3) 2 3 4 5 (0+2) (6+11) 6 7 (4+2) 8 9 10 (6+7) 11 12 (0+7) 13 14 15 16 17 (2+4) (13+4) (4+13) 18 (3+4) 19 (8+13) 
(9+6) 0 1 (1+4) 2 3 4 (4+16) 5 6 (13+6) 7 (6+9) 8 (4+1) (4+7) (5+16) (7+4) 9 (4+11) 10 (2+12) (17+5) 11 12 13 14 (6+13) 15 16 17 18 
0 (0+12) (5+0) 1 2 3 4 5 (4+3) 6 (3+4) 7 8 9 (11+2) 10 (19+1) 11 12 13 14 (3+0) (11+4) 15 16 17 (0+3) 18 19 20 (6+1) 21 
(7+14) 0 (4+2) 1 (21+9) 2 (4+2) (4+3) 3 (1+9) 4 5 (1+15) 6 7 8 9 10 11 12 (9+4) 13 14 15 16 17 18 (8+2) 19 20 21 22 
(4+5) 0 1 2 3 4 (0+5) (17+10) (11+19) (3+9) (19+11) 5 6 7 8 9 10 11 12 13 14 15 (4+11) 16 17 18 19 (10+3) 20 21 22 23 
0 1 2 (7+1) (5+3) 3 (6+10) (18+12) (0+4) 4 5 6 7 (7+12) (10+6) 8 9 10 11 12 (4+0) (5+4) 13 (6+17) 14 (12+7) 15 16 17 18 19 20 
(1+0) 0 1 (18+2) (0+11) 2 3 (4+18) 4 5 6 7 (5+14) 8 9 10 11 12 (14+5) 13 (3+7) 14 15 16 17 18 19 (7+15) 20 21 22 23 
0 (0+2) 1 2 (1+7) (1+8) 3 4 5 (6+16) 6 (9+10) (20+2) (4+1) (1+4) 7 8 (7+13) 9 10 (7+1) 11 12 13 14 15 16 17 18 19 20 21 
(11+1) 0 1 (1+5) 2 3 (11+1) 4 (8+16) 5 (5+1) (16+4) 6 (0+13) 7 (5+20) (1+0) 8 (1+5) 9 10 (10+7) 11 (13+0) 12 (4+7) 13 (20+5) 14 15 16 17 
0 1 (3+6) (9+2) 2 3 4 5 6 7 8 9 (14+18) 10 (14+2) 11 12 (22+5) 13 14 15 16 17 18 19 20 21 22 23 24 25 26 
0 (0+14) (3+12) (14+0) 1 2 3 4 (3+1) 5 6 7 8 9 10 11 (13+0) (6+8) 12 13 14 (2+17) 15 16 17 18 19 20 21 22 23 24 
(3+6) (3+7) 0 (1+2) 1 (9+4) 2 3 (18+2) (6+8) 4 5 6 7 8 9 10 11 12 (11+7) (2+18) 13 14 15 16 (16+7) 17 18 19 (4+9) 20 21 
(0+4) 0 (2+1) 1 2 (2+3) (1+2) 3 4 5 6 (8+16) (12+16) 7 (2+4) 8 9 10 11 12 13 14 15 (3+4) 16 17 18 19 (16+12) 20 21 22 
(0+3) (0+7) 0 (0+9) (3+2) (9+10) 1 2 3 4 5 6 7 8 (17+6) 9 (7+0) (2+3) 10 (21+1) (6+11) (1+21) 11 12 (12+10) 13 14 15 16 (8+4) (5+14) 17 
(0+22) 0 (0+12) (13+0) 1 (1+7) (4+2) (1+19) 2 3 (4+5) 4 5 6 (5+9) (7+1) 7 8 (20+6) 9 10 11 12 13 14 15 16 17 18 19 20 21 
(1+0) (2+3) 0 1 (6+2) (0+1) (5+0) 2 (0+11) (10+3) (12+6) 3 (11+0) 4 (2+8) (11+15) 5 6 (13+9) (10+8) 7 8 9 (6+7) 10 (3+10) 11 12 (2+6) 13 (9+13) 14 
0 (2+0) 1 2 (1+23) (5+3) 3 (6+27) (1+0) 4 (0+2) (0+2) (19+3) (3+7) (7+3) (3+5) 5 (3+1) (5+3) 6 (2+0) 7 8 (3+5) (1+3) 9 10 (12+6) (2+14) (3+19) 11 (0+1) 
(6+0)mZPR (4+7) (8+10) 0 1 2 3 4 5 (15+9) (4+9) 6 7 (17+3) 8 9 (10+2) (18+4) (0+9) (4+18) 10 (19+4) 11 (9+4) 12 (10+8) (9+15) 13 14 15 16 (5+4) 
0 1 2 (14+1) (7+4) 3 4 5 (7+5) 6 7 (5+1) 8 (4+8) 9 10 (5+7) 11 12 (1+3) 13 14 15 (1+14) (1+11) 16 (4+7) 17 18 19 20 21 
0 1 (10+6) 2 3 (19+1) 4 5 6 (13+1) (7+9) 7 8 9 10 11 12 13 14 15 16 17 (1+19) 18 19 20 (1+13) 21 22 23 24 25 
0 1 2 3 4 5 6 (13+23) 7 8 9 10 11 12 13 14 15 16 17 (1+2) 18 19 20 21 22 (1+14) 23 24 25 26 (1+6) 27 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 (5+18) 29 30 
0 1 2 3 (16+1) 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 (11+6) 20 21 22 23 24 25 26 27 28 29 
0 1 2 (20+14) 3 4 5 6 7 8 9 10 11 12 (14+20) (14+7) 13 14 15 (12+8) 16 17 18 19 20 (12+1) 21 22 23 24 25 26 
0 1 2 3 4 5 (20+17) 6 7 8 9 10 11 12 13 14 15 16 (17+20) 17 18 19 20 21 22 23 24 (3+8) 25 26 27 28 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 (6+3) 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 (3+7) 29 30 
0 1 2 3 4 5 6 7 8 (21+4) 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 (6+2) 24 25 26 27 28 29 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 (24+7) 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 (3+23) 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 (22+15) 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 (8+3) 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 (21+2) 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 (14+4) (14+7) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 (6+3) 28 
0 (12+11)mR35 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 (27+8) 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 (12+13) 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 (2+10) 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 (3+8) 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 (3+6) 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 (17+3) 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
(11+8)mR28 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 (19+4) 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 (0+4) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 (6+10) 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 (6+8) 26 27 28 29 30 
0 (2+3) 1 2 (3+2) 3 4 (21+4) 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 (0+1) 1 2 3 4 5 (1+0) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 
0 1 (0+1) 2 (1+0) (1+4) 3 4 5 6 7 (4+1) 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 
0 (4+1) 1 2 3 (2+7) 4 (1+4) (5+4) (4+5) 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 
0 1 2 3 (0+2) 4 (0+2) 5 (5+0) 6 (6+7) (2+0) 7 (7+8) (5+16) 8 (8+9) (12+5) 9 (9+8) (10+0) 10 11 (8+16) 12 13 14 (16+5) 15 (16+12) (16+8) 16 
0 (1+2) (3+6) 1 2 (0+2) (2+1) 3 4 (3+15) 5 6 (6+10) 7 8 (6+12) 9 10 (9+18) (10+6) (6+3) (12+6) (2+0) (7+12) 11 (3+5) 12 (12+7) (3+17) 13 (13+11) (15+3) 
0 (9+5) 1 2 3 4 5 (0+9) 6 7 (5+18) (5+4) (4+5) (4+1) (8+3) (0+6) 8 9 (9+0) 10 11 12 (5+9) 13 (10+17) 14 15 16 17 (1+4) (14+0) 18 
0 1 (3+12) 2 3 4 (1+8) (6+9) 5 6 (14+8) (3+18) 7 8 (23+9) 9 (5+7) 10 11 12 13 14 15 16 17 (2+26) 18 19 (1+4) (18+3) (8+14) 20 
0 (1+5) 1 (1+8) 2 3 (5+2) 4 5 (1+4) 6 7 8 9 10 (20+4) 11 (8+1) (8+15) 12 13 14 15 (8+7) 16 17 18 19 (4+20) (9+0) (12+14) 20 
0 (1+2) 1 2 (2+1) 3 4 (10+12) (6+7) (10+1) 5 6 7 8 9 10 11 12 (0+12) (14+7) 13 14 15 (23+13) 16 (6+15) 17 18 19 20 (13+3) 21 
(2+19)mZPR (0+2) 0 1 2 (0+6) (1+14) (14+1) 3 (3+8) 4 5 6 7 8 (8+10) 9 10 11 12 13 (8+11) (22+6) 14 (19+2) (29+14) 15 16 17 (8+3) 18 19 
0 (0+8) (2+0) 1 (2+3) 2 3 4 5 (3+16) 6 7 8 (23+11) 9 10 11 12 (9+2) 13 14 15 16 17 18 (2+9) (16+3) 19 20 (11+23) 21 22 
0 1 (1+8) (1+4) (0+20) 2 (10+1) (0+2) (12+1) 3 4 5 (6+4) (7+11) 6 7 8 (4+6) (3+27) (6+15) 9 10 (10+6) 11 12 (27+3) 13 14 15 (11+7) 16 17 
0 1 (0+10) 2 (0+7) (7+0) 3 (9+2) (3+2) (1+10) (3+5) (3+11) (10+1) 4 (1+17) (14+2) (4+14) (3+9) 5 (1+14) 6 7 8 9 10 11 12 13 14 15 16 17 
0 (0+2) (2+0) 1 2 (0+10) 3 (0+5) (5+0) (6+3) (11+1) (3+19) (19+2) (5+1) 4 5 (3+8) 6 7 (2+17) (17+2) (7+3) 8 (10+0) (9+18) 9 10 11 12 13 (19+3) (19+6) 
0 1 2 (3+1) (4+3) 3 (3+4) 4 (0+2) 5 6 (0+10) (5+2) (1+3) 7 (7+5) (10+0) 8 9 (5+9) 10 11 12 13 14 (7+15) (12+8) (9+5) 15 16 17 18 
(0+3) (0+7) 0 1 2 3 (0+3) 4 5 (8+3) 6 (21+6) 7 (6+23) (5+22) (8+2) 8 (3+8) (4+11) (7+0) (0+18) 9 (0+1) 10 11 12 13 14 15 (13+3) 16 17 
(1+0) 0 1 2 (8+2) (3+1) 3 4 (0+6) 5 (2+14) 6 7 8 (4+3) 9 10 11 (18+12) (16+5) 12 (8+11) 13 (20+9) 14 (12+10) (2+8) (18+0) (0+18) 15 (12+18) 16 
0 1 2 3 (1+19) (2+3) 4 5 6 (5+3) (19+11) (13+12) 7 (11+19) 8 9 10 11 12 13 (9+2) 14 (14+0) (19+1) 15 16 17 18 19 20 21 22 
0 1 2 3 (5+10) 4 5 6 (0+11) 7 (4+9) 8 9 10 11 12 13 (9+4) (14+11) (4+16) 14 (11+15) 15 16 17 (3+6) (7+0) 18 19 20 21 22 
(0+4) 0 1 (6+4) 2 3 4 (4+6) 5 6 (6+9) (2+0) 7 8 9 (24+2) (5+13) 10 (2+24) 11 (10+4) 12 13 14 (14+7) 15 16 (8+11) 17 18 19 20 
0 (0+5) (0+5) 1 (6+16) 2 3 (1+15) 4 5 6 7 (6+7) (7+6) 8 9 10 11 (1+23) 12 (4+2) 13 14 15 16 17 18 19 20 21 22 (5+0) 
0 1 (1+3) (1+0) (0+1) 2 (14+4) (5+10) 3 4 5 6 (8+4) 7 (3+1) 8 9 (10+1) (4+14) 10 11 12 13 (10+11) (11+10) 14 15 16 17 18 (3+13) (10+5) 
0 1 2 3 4 (0+5) (5+4) (13+3) (9+4) 5 (5+0) (4+5) (1+24) (8+19) 6 7 (16+2) (4+9) (20+10) 8 9 10 11 12 13 14 (3+13) 15 16 17 (1+21) 18 
0 1 2 3 4 5 6 (13+5) (1+3) (3+1) (5+1) (2+12) (6+17) (2+3) (3+2) (1+4) (4+1) (2+1) (4+6) 7 8 (15+10) (13+5) (5+13) 9 10 11 12 (12+1) 13 (5+13) 14 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 (9+14) (14+9) (17+6) (14+8) (18+20) (3+18) (7+2) (2+7) (20+13) (3+8) (0+13) (13+0) (9+8) 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
(25+19)mR1 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 (13+0) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
(1+28) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
(24+0) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
(3+0) 0 (0+3) (1+2) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
0 1 2 3 4 (3+15) 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
0 1 2 3 (3+4) 4 5 (4+3) (4+6) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
0 1 (5+0) 2 (0+3) 3 4 5 (5+3) 6 (1+15) (3+5) (4+5) 7 (0+5) (3+0) 8 (5+4) 9 10 11 12 13 14 15 16 17 18 19 20 21 22 
(11+9) (0+19) 0 1 2 3 4 5 6 (2+7) (9+2) 7 8 9 10 11 (7+11) 12 13 (11+7) 14 15 (15+13) 16 17 (9+11) 18 19 20 21 22 23 
0 (16+0) 1 (6+11) 2 3 4 (3+5) 5 6 (2+9) (6+4) (11+2) (4+6) (3+8) (9+2) (0+16) 7 (4+15) (8+3) 8 9 10 (17+14) 11 12 13 14 15 16 17 (14+17) 
0 1 2 (3+4) 3 4 (11+3) (4+9) (12+11) 5 (13+12) (3+11) 6 (9+15) 7 8 9 10 11 (11+12) 12 (1+15) (15+9) (15+1) 13 14 15 16 17 18 19 20 
0 (1+3) 1 2 (2+0) 3 4 (3+2) (8+5) 5 6 7 (8+19) (3+12) 8 (11+5) 9 10 (3+1) 11 (19+8) (5+11) 12 13 14 15 16 (18+16) (5+8) (16+18) 17 18 
0 (0+7) 1 2 (2+6) 3 (7+0) 4 (9+3) 5 (3+9) 6 7 8 9 (9+11) 10 (11+9) 11 (6+22) 12 13 14 (9+0) (6+2) (15+1) 15 16 17 18 19 20 
0 (1+0) (0+1) (0+1) (1+0) 1 2 (0+2) 3 4 5 (4+5) 6 (5+4) (14+8) 7 (7+14) 8 9 (10+8) (9+8) (11+9) (8+9) 10 11 12 13 14 15 16 (14+7) 17 
0 (0+7) (1+0) 1 2 3 (2+8) 4 (1+8) 5 (7+0) (7+2) 6 (8+1) (8+2) 7 (4+3) 8 (2+13) 9 (2+12) (0+18) (13+2) (10+16) 10 11 (10+6) 12 13 14 15 (6+10) 
(0+2) 0 (0+3) 1 2 (3+0) (3+4) (2+6) 3 4 (4+3) (14+0) (2+0) 5 (6+2) (9+3) (3+9) (0+14) 6 (5+10) 7 8 9 10 (5+10) (6+12) (10+5) (6+11) 11 12 13 14 
0 (0+10) (0+11) 1 (2+12) 2 3 4 (14+1) (0+4) 5 6 7 8 9 10 (8+14) (6+3) (4+3) (10+0) (11+0) (16+5) 11 (3+6) (12+2) (11+13) (6+19) 12 (19+6) (15+3) (14+3) (3+14) 
0 (1+4) (0+2) 1 (2+0) 2 (4+18) (6+3) (2+8) 3 (5+6) 4 (3+8) 5 (1+9) (8+2) (8+7) 6 7 (1+12) 8 9 (8+3) 10 (12+1) (6+5) (4+1) 11 12 13 14 15 
0 (1+2) 1 2 (0+15) 3 4 5 (3+1) 6 7 (3+9) (9+3) 8 (9+3) 9 (19+15) (6+9) 10 11 12 13 (11+5) (17+8) 14 (15+0) 15 16 (17+6) (5+11) (2+11) (8+17) 
0 1 (5+13) (12+3) 2 (11+12) 3 (10+6) 4 (6+4) (17+1) 5 6 7 (4+6) (3+6) 8 9 10 (1+17) 11 (7+8) (0+2) (0+19) (17+7) (2+6) 12 13 14 15 16 (8+6) 
