0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 1 2 3 4 5 (4+10) (1+0) 6 7 8 (0+1) (1+2) 9 10 11 12 13 14 (5+10) (0+8) 15 (4+16) 16 17 18 19 20 21 22 23 24 
0 1 2 3 (7+0) 4 5 6 7 (1+15) 8 (12+0) 9 10 11 (7+0) 12 13 14 (18+15) 15 (18+10) (0+7) 16 17 18 19 (5+17) (15+18) (0+12) 20 21 
(1+0) 0 1 2 3 (12+20) 4 5 6 7 8 9 (1+5) 10 11 (7+18) 12 13 (9+6) 14 15 16 17 18 (0+1) 19 20 21 22 23 24 25 
0 1 (5+8) 2 3 4 5 (9+5) 6 7 8 9 (11+15) 10 11 12 13 14 15 16 17 18 19 20 (10+5) (10+0) 21 22 23 24 25 26 
(15+5) 0 1 2 (2+13) 3 4 5 (7+2) 6 7 (6+11) 8 9 10 11 12 13 14 (10+17) (11+3) 15 16 17 18 19 20 21 22 23 24 25 
0 1 2 (16+5) (8+1) 3 4 5 6 7 (5+16) 8 9 10 11 12 13 14 (4+12) 15 (0+5) 16 17 18 19 20 21 22 (10+9) (12+4) 23 24 
0 1 2 3 4 5 6 (3+13) 7 8 9 10 11 12 13 (6+3) (4+8) 14 15 16 17 18 19 20 21 22 23 24 (13+3) 25 26 27 
0 (7+2) (4+3) 1 2 3 4 5 6 7 8 9 10 11 (15+8) (13+5) 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 
0 (2+5) 1 2 3 4 5 (5+0) (16+1) 6 7 8 9 10 11 12 13 (9+1) 14 15 16 (6+1) 17 18 19 20 21 22 23 (5+22) 24 25 
(18+0) 0 1 (1+9) 2 3 (3+14) 4 5 6 (9+4) 7 8 (8+6) (8+2) 9 10 11 12 13 14 (13+9) 15 16 17 18 19 20 21 22 23 24 
0 1 2 3 (3+9) 4 (2+19) 5 6 7 8 9 10 11 12 13 14 15 16 (0+10) 17 18 (2+15) 19 (14+7) 20 21 22 23 24 25 26 
(6+0) 0 (6+5) 1 2 3 4 (4+24) (4+8) (4+12) 5 6 7 8 9 10 11 12 (12+4) 13 14 15 16 17 18 19 20 21 22 23 24 (24+4) 
0 1 2 (2+4) 3 (8+14) (6+10) 4 5 6 7 8 9 (4+5) (4+9) (6+4) (4+6) 10 11 (5+0) (0+6) 12 13 14 15 (1+6) 16 17 18 (5+18) 19 20 
(1+10) (1+0) 0 (8+0) 1 2 3 (3+5) (6+2) 4 5 (8+5) (5+3) (20+5) 6 (15+6) (2+6) (5+17) 7 8 9 10 11 12 13 14 15 16 (13+2) (5+8) (15+13) (13+16) 
(0+10) (13+3) 0 1 (1+3) 2 3 (5+2) 4 (1+5) (5+1) (14+1) 5 6 7 8 (8+3) (7+11) (13+5) 9 10 11 12 13 (16+10) (11+7) (5+13) 14 15 16 (10+16) (2+12) 
0 (4+14) 1 (1+5) (0+5) 2 (2+9) (5+1) 3 4 (4+3) 5 6 7 (12+3) (16+3) 8 (8+18) (0+11) 9 (9+2) (4+7) (11+0) 10 (5+0) (16+1) (3+12) (3+16) 11 12 13 14 
19mLA1 (5+3) (4+0) 0 1 2 3 (3+22) 4 5 6 (6+9) (0+4) 7 (13+7) 8 9 10 (9+6) (17+12) (10+16) (8+14) (8+6) (7+4) (3+6) (16+7) (3+11) (5+9) 11 12 13 14 
(9+3)mLA3 (0+14) 0 (2+22) 1 2 3 4 5 (7+2) (3+16) (3+9) 6 7 8 (12+6) 9 10 11 12 (10+12) (3+11) 13 14 15 16 17 18 19 20 21 22 
(2+9)mLA4 (0+19) 0 (0+18) (0+13) (1+12) (1+7) 1 2 (1+4) (2+5) 3 4 (4+12) 5 6 7 8 9 10 11 12 13 (12+4) 14 15 16 17 18 19 20 21 
(7+0) (0+7) 0 1 2 3 (1+16) 4 5 6 7 (1+0) (16+7) (9+7) 8 (8+14) (15+0) 9 10 (6+9) 11 12 13 14 15 (16+14) (14+16) 16 17 18 19 20 
(3+0) 0 (3+14) 1 2 3 (4+13) (5+23) 4 5 (4+6) (6+4) (8+5) 6 (0+3) 7 (2+27) (4+9) 8 9 10 11 (9+13) 12 13 14 15 16 17 18 (16+1) 19 
(2+19) (19+2) (7+20) (1+2) 0 1 (7+2) (0+2) (1+2) (2+1) 2 3 4 (6+3) 5 6 7 (10+8) 8 9 10 11 12 13 (12+11) 14 15 (1+9) 16 17 18 19 
(9+5) (2+1) 0 (17+0) 1 (1+6) 2 3 4 5 (7+5) (10+19) (16+6) 6 (12+2) 7 8 9 10 (5+7) (8+18) 11 12 (1+2) 13 (6+16) 14 15 16 17 18 19 
0 (11+8) (10+0) (0+10) 1 2 3 4 (6+14) 5 6 7 8 (15+8) 9 10 (12+13) 11 12 (5+1) 13 (13+12) 14 15 16 (14+6) 17 18 (10+0) 19 20 21 
0 1 2 (0+20) 3 (15+0) (5+4) (1+8) (1+11) 4 5 (20+6) 6 (3+15) 7 (4+5) (8+1) 8 (13+4) (4+13) 9 10 (9+17) 11 (6+20) 12 (14+26) (11+1) 13 14 (17+9) 15 
(2+8) (2+10) 0 (0+7) 1 2 3 (3+9) 4 (16+7) 5 (7+8) 6 (7+6) (7+8) 7 8 (8+2) 9 10 (10+2) 11 12 (16+1) (6+8) 13 14 15 16 (7+16) 17 18 
(1+4) 0 (3+2) 1 (1+3) (3+1) 2 (1+12) (8+10) 3 4 5 6 7 (20+7) 8 (4+1) (19+12) (8+3) 9 10 (4+0) (3+8) (14+13) (0+4) (8+5) (12+1) 11 12 13 14 (10+8) 
(6+15) 0 (0+7) (17+1) (3+1) 1 (1+7) (7+1) (1+3) 2 3 4 5 6 (3+8) (3+11) 7 (5+3) 8 9 (3+13) (11+3) 10 11 12 (13+3) 13 (23+13) (1+17) 14 15 16 
0 (3+0) (1+8) 1 2 (5+3) (3+4) 3 (4+3) 4 5 (0+3) (7+4) (4+7) (4+14) 6 (14+4) 7 (7+21) 8 (10+12) 9 10 (14+16) 11 12 13 (10+15) (16+14) (9+3) 14 (12+10) 
(1+13) (2+0) (3+1) (2+4) 0 1 (1+6) (7+1) (3+15) 2 3 (0+2) (6+1) 4 5 6 (5+9) 7 8 9 10 (8+15) (8+12) (15+8) 11 (12+8) 12 13 14 15 16 17 
(16+7) 0 (3+5) (13+4) 1 (0+2) 2 (1+7) 3 (3+8) (11+2) (7+18) 4 (8+3) (4+6) 5 (6+4) 6 7 (9+10) 8 9 10 11 12 (18+7) (13+12) (2+11) 13 14 15 16 
0 (4+9) (0+2) (2+0) 1 2 (4+0) 3 4 (5+0) (3+10) (3+0) 5 (3+15) 6 (6+12) 7 8 (15+3) (10+3) 9 (12+6) (10+17) 10 11 (17+1) 12 13 14 (17+10) 15 16 
(0+10) 0 1 2 3 4 (16+2) 5 (13+0) (0+13) (9+7) 6 (7+9) 7 (10+8) (10+0) (8+10) 8 (13+0) 9 10 (13+9) 11 12 13 14 (10+1) 15 16 17 18 19 
(1+3) (4+0) (1+0) 0 1 (0+4) 2 (5+3) 3 4 5 (3+5) 6 7 8 (17+3) (3+17) 9 10 (12+11) (19+0) (11+12) 11 12 13 14 (3+11) 15 16 17 18 19 
(0+1) 0 (0+12) (4+2) 1 (1+0) 2 (0+24) (4+2) 3 4 (2+4) 5 6 (3+9) 7 8 9 (9+14) 10 11 12 13 (12+0) 14 15 (24+0) 16 17 18 19 20 
(5+2) 0 1 (2+5) 2 (6+10) 3 4 5 6 7 (13+0) 8 (9+0) 9 10 (6+0) 11 12 (2+14) 13 14 (6+18) 15 16 17 18 19 20 21 22 23 
0 1 (10+2) (0+1) 2 (9+0) (6+9) 3 4 5 6 7 8 (17+2) 9 10 11 12 13 (12+7) (0+16) 14 (11+0) 15 16 (9+6) 17 (5+2) 18 19 (4+17) 20 
0 (4+6) (0+13) (1+0) 1 (2+3) 2 (3+14) 3 4 (0+1) (4+7) 5 6 (7+4) (16+6) 7 8 9 10 11 12 13 (14+3) 14 15 16 (3+2) 17 18 (0+13) 19 
6mZPR 0 1 (6+3) (12+11) 2 (7+6) 3 (3+6) (16+15) 4 5 6 7 8 9 (6+13) 10 11 (5+21) (6+7) 12 13 14 (21+5) 15 16 17 18 19 (18+23) 20 
0 (1+5) (3+6) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 (5+1) 26 27 28 
0 (3+1) 1 (1+3) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 (5+1) 22 23 24 25 26 27 28 
0 1 2 (6+5) (1+5) 3 (5+1) 4 5 (3+11) 6 7 (7+10) (10+8) 8 9 10 11 (5+6) 12 13 (13+23) 14 15 16 (11+3) 17 18 19 20 21 (4+9) 
0 (3+15) 1 2 (2+9) 3 4 5 6 7 8 9 10 11 12 (9+2) 13 14 15 (6+7) 16 17 18 (7+2) 19 20 21 22 23 24 25 26 
0 1 (7+1) (3+12) 2 3 4 5 6 7 (3+4) (1+7) 8 9 10 (2+4) 11 (5+2) (8+16) 12 13 14 15 16 17 18 (16+8) 19 20 21 22 23 
0 1 2 (4+2) 3 4 5 6 7 8 9 10 (5+6) 11 (6+2) 12 13 14 (14+3) (18+9) 15 16 17 18 19 20 21 22 23 24 25 26 
0 1 2 3 (11+4) 4 (2+3) (17+12) (3+4) 5 6 7 8 9 10 11 12 13 14 15 16 17 (5+18) 18 19 (2+1) 20 21 22 23 24 25 
0 1 2 (10+1) 3 (1+3) 4 5 (12+9) (1+8) 6 (2+18) 7 8 9 10 (7+23) 11 12 13 14 15 16 17 18 19 20 21 (18+13) (7+5) 22 23 
0 1 (7+3) 2 3 (2+1) 4 5 6 7 8 (15+10) 9 10 11 12 13 14 (3+7) 15 16 17 (10+15) 18 19 20 21 22 23 24 25 26 
0 1 2 3 (1+9) 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 (5+11) 22 23 24 25 26 27 28 29 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 (6+5) 16 17 (2+5) 18 19 20 21 22 23 24 25 26 27 28 29 
0 1 2 3 4 5 6 7 8 9 10 11 (6+3) 12 13 (7+6) 14 (6+7) 15 16 17 18 (6+16) 19 (3+6) 20 21 22 23 24 (16+6) 25 
0 (2+4) 1 2 3 4 (13+3) 5 (2+20) 6 7 8 9 10 11 12 13 14 15 16 (3+7) 17 18 19 (20+2) 20 21 22 23 24 25 26 
0 1 2 3 (10+13) (9+13) 4 5 6 7 8 9 10 11 12 13 14 (6+9) (9+3) 15 16 17 18 19 20 21 (9+6) 22 23 24 25 26 
0 (16+1) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 (6+23) 28 29 
0 1 2 (2+1) 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 (10+4) 21 22 23 24 25 26 27 (5+3) 28 
0 (1+3) 1 (3+8) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 (7+8) 23 24 25 26 27 28 
0 1 (8+7) 2 3 4 5 6 7 (6+11) 8 9 10 11 12 13 14 15 16 17 (12+10) 18 19 20 21 22 (19+16) 23 24 25 26 27 
0 1 (1+3) 2 (10+2) 3 4 5 6 7 (1+9) 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
0 1 2 3 4 5 6 7 (10+15) 8 9 10 11 (8+4) 12 (7+10) 13 (7+8) 14 15 16 17 18 19 20 21 22 23 24 25 26 27 
0 1 2 3 4 5 (2+17) 6 7 (1+2) 8 (3+19) 9 (2+1) 10 11 12 13 14 15 16 17 (21+4) 18 19 (16+11) 20 21 22 23 24 25 
0 1 (2+7) (6+12) (3+12) (13+7) 2 3 4 5 6 7 8 9 (4+9) 10 11 12 (7+2) 13 14 15 16 17 18 19 20 (7+13) 21 (5+13) 22 23 
0 0mLA3 1 2 3 4 5 6 7 8 9 10 11 12 (19+6) 13 14 (17+9) 15 16 17 18 19 20 21 22 (16+7) (6+19) 23 24 25 26 
0 1 (14+3) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 (26+5) 18 (13+5) (14+10) 19 20 21 22 23 24 (2+5) 25 26 
0 1 2 3 (9+4) 4 5 6 7 8 9 10 (10+9) (4+19) 11 (6+7) 12 13 14 15 16 17 18 19 20 21 22 (7+20) 23 (19+4) 24 25 
0 1 2 3 4 5 6 7 8 (12+5) 9 10 11 12 13 14 15 16 17 (9+3) 18 19 20 21 22 23 24 25 26 27 28 29 
0 1 (11+7) 2 3 4 (2+6) 5 6 7 8 9 10 11 12 13 14 15 16 (6+2) 17 18 19 20 21 22 23 24 25 26 (7+12) 27 
0 1 (2+10) 2 3 4 5 (5+15) 6 7 8 9 10 11 12 (19+3) 13 14 15 (15+5) 16 17 18 19 20 21 (4+7) 22 23 24 25 26 
0 1 (15+13) (12+13) 2 3 (3+7) 4 5 6 7 (7+3) 8 9 10 (8+15) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 
0 1 2 (7+2) (10+2) 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 (13+12) 25 26 27 28 
0 1 2 3 4 5 (26+2) (3+8) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 (9+18) 21 22 23 24 25 26 27 28 
0 1 2 3 4 5 6 (6+10) (14+6) 7 8 9 10 (9+8) 11 (8+4) 12 (9+2) 13 14 15 (6+14) 16 17 18 19 20 21 22 23 24 25 
0 1 2 3 4 5 6 7 8 (15+6) (4+3) 9 (3+4) 10 11 12 13 14 15 (6+15) 16 17 18 19 20 21 22 23 24 25 26 27 
0 1 2 (3+10) 3 4 5 6 7 8 9 (7+9) (12+20) 10 11 12 13 14 15 16 17 18 19 20 21 (21+24) 22 23 24 25 26 27 
0 1 2 (15+3) (23+3) (12+4) 3 4 5 6 7 8 9 10 11 (7+10) (10+7) 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 
0 1 2 (2+15) 3 4 5 6 7 8 9 (15+2) 10 11 12 13 14 15 16 (14+10) (10+14) (11+15) (15+11) 17 18 19 20 21 22 23 24 25 
0 1 2 3 (6+5) 4 5 (17+6) 6 7 8 9 (9+18) 10 (7+2) 11 12 13 14 15 16 17 18 19 20 21 22 (12+6) 23 24 25 26 
0 1 (2+6) 2 3 4 5 6 7 (23+6) 8 9 10 11 12 13 14 (2+9) 15 (22+15) 16 17 18 19 20 21 22 23 24 25 26 (15+22) 
0 1 2 3 (2+5) (2+5) 4 5 6 (11+6) 7 8 9 10 11 12 13 14 (3+11) 15 16 17 18 19 (26+18) 20 21 22 23 24 25 26 
0 1 2 3 4 5 6 7 8 (11+15) 9 10 11 12 13 14 (9+10) 15 16 17 18 19 20 (3+7) 21 22 23 24 25 26 27 28 
0 1 2 3 4 (20+2) 5 6 7 (5+15) (5+2) 8 (8+6) 9 10 11 12 13 14 15 16 17 18 (6+5) 19 20 21 (15+5) 22 23 24 25 
0 1 (2+4) 2 3 4 5 (7+17) (2+4) 6 7 8 9 (8+7) (7+8) 10 11 12 13 (12+11) 14 15 16 17 18 19 20 21 22 23 24 25 
0 1 (7+6) 2 3 4 5 6 7 8 (5+3) (17+5) 9 (10+2) 10 (7+10) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 
0 1 2 3 (2+4) 4 5 6 7 8 (10+12) (6+3) 9 10 11 12 (3+13) (3+14) 13 14 15 (13+3) 16 17 18 19 20 21 (14+17) 22 23 24 
0 1 2 3 4 (2+4) (4+5) 5 (4+2) (4+2) 6 7 8 9 10 (4+3) 11 12 13 14 15 (16+18) 16 17 18 (5+4) 19 20 21 (18+16) (15+12) 22 
0 1 2 (2+3) 3 4 5 6 7 (3+2) 8 (6+3) 9 (7+6) 10 11 12 13 (3+6) 14 15 16 17 (11+16) (6+7) 18 19 20 (3+19) 21 22 23 
0 1 2 (3+4) 3 4 5 6 7 (4+13) (4+3) (12+14) 8 9 10 11 12 13 14 15 16 17 18 (11+10) 19 20 21 22 (20+6) 23 24 25 
0 1 2 3 4 5 6 (2+13) 7 (3+9) 8 (9+3) 9 (2+11) 10 11 (8+3) 12 (3+8) 13 14 15 16 17 18 19 20 21 (16+5) 22 23 24 
0 1 2 3 4 (3+11) 5 6 7 8 9 10 11 (14+2) 12 13 14 15 16 17 (4+13) 18 19 20 21 22 (2+14) (16+3) 23 24 25 26 
0 1 (1+0) 2 3 4 5 (11+14) (4+11) 6 7 8 9 10 11 12 (9+3) 13 14 15 (10+2) (15+8) (14+11) 16 17 18 (2+10) 19 20 21 22 23 
0 1 2 (7+3) 3 4 5 6 (3+6) 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 (6+3) 26 27 28 
0 1 2 (7+19) 3 4 5 (12+3) (3+17) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 (17+6) (17+3) (6+17) 23 24 25 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 (6+9) 14 15 16 17 18 19 20 21 22 (10+12) (3+8) 23 24 25 26 27 28 
0 1 2 3 4 5 6 7 8 (4+21) 9 10 11 12 (3+5) 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 
0 1 (1+2) (2+1) 2 3 4 (3+6) 5 6 7 8 9 (5+15) 10 11 12 13 14 (10+4) 15 16 17 18 19 (11+12) 20 21 22 23 24 25 
0 1 2 3 4 5 6 (5+20) 7 8 9 10 11 12 (20+10) 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 
0 1 2 3 4 5 6 7 (16+7) 8 (10+12) 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 
0 (2+0) 1 2 (1+2) 3 4 5 (7+14) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 
0 1 (2+6) (2+0) (3+5) 2 3 (5+4) 4 (5+3) (4+5) 5 (6+2) 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 
0 1 (3+2) 2 3 (2+10) 4 (2+3) 5 6 (9+3) 7 8 (9+6) (5+12) (3+9) (6+9) (12+5) (6+9) (10+2) (11+13) 9 10 11 12 13 (13+11) 14 15 16 17 18 
0 1 (1+3) (1+10) (3+1) 2 (3+1) (2+3) (2+18) 3 4 5 (7+2) (3+8) 6 7 8 9 (5+7) (10+1) (7+5) (11+9) 10 (9+2) (18+2) 11 12 13 14 (11+17) (17+11) (10+5) 
0 1 2 (1+6) 3 (6+1) 4 (11+2) (6+5) (6+2) (8+6) (6+13) 5 6 (10+7) (2+11) 7 8 9 10 (13+6) 11 12 13 (9+16) 14 15 (6+8) (7+10) 16 17 18 
0 (6+0) 1 (4+5) 2 3 (4+9) 4 (3+8) (1+13) (13+4) 5 (13+1) (9+2) 6 (2+9) (4+13) (8+3) 7 (5+4) 8 (9+4) 9 10 11 12 13 14 (7+17) (16+11) (11+16) 15 
0 1 (1+15) (7+0) 2 (2+8) 3 4 5 (6+20) (8+2) 6 7 (9+3) 8 9 10 (4+2) (2+4) (11+3) (4+14) 11 (15+1) (3+11) 12 (10+6) 13 (6+10) 14 (5+0) 15 16 
0 1 2 (6+2) (3+4) 3 (9+2) (3+14) 4 (4+8) (4+3) (15+4) (2+6) 5 6 7 (2+9) 8 (5+3) (8+0) 9 10 11 12 13 14 (4+15) 15 16 17 18 19 
0 1 2 3 (4+3) 4 (5+13) 5 (3+4) (6+13) 6 (5+6) (4+9) 7 (3+10) (9+4) 8 (10+3) (8+9) (6+5) (9+8) 9 10 11 (7+6) 12 (13+5) (17+8) (19+7) 13 14 15 
0 1 2 3 (5+19) 4 (5+4) 5 (5+6) (3+5) (3+13) (6+5) 6 (10+2) (5+6) (2+6) (7+2) (10+5) 7 8 (6+5) 9 10 11 (17+5) (5+10) (6+14) 12 (5+9) (5+17) 13 14 
0 1 2 3 4 5 6 (3+17) (7+5) (11+7) 7 8 9 (6+24) 10 (5+10) (12+14) 11 (24+6) (8+18) (5+7) 12 (8+13) 13 14 (10+5) (14+12) 15 16 17 18 19 
0 1 (2+7) 2 (8+3) (7+0) (3+8) 3 (20+7) (9+5) (1+4) (8+5) (5+8) 4 5 6 (6+3) 7 8 9 (11+18) 10 (6+13) 11 12 13 14 15 16 17 18 19 
0 1 (1+7) 2 3 4 5 (2+7) 6 (5+7) (7+5) (16+2) 7 8 (5+7) (5+21) 9 10 (21+5) (3+11) 11 (21+0) 12 13 14 15 16 (21+15) (22+2) 17 18 (7+2) 
0 1 (12+1) 2 3 (4+3) 4 5 (3+4) 6 (13+6) (10+9) (6+9) 7 8 (18+6) (18+17) 9 (3+13) 10 11 (2+5) 12 (13+3) 13 14 15 16 17 18 19 (18+26) 
0 1 2 3 (2+10) 4 (4+6) 5 6 7 8 9 10 (6+4) 11 12 13 14 (12+17) 15 (15+20) 16 17 (5+15) (18+20) 18 19 20 (10+11) 21 22 (11+1) 
0 1 2 3 (12+9) 4 (5+3) (4+1) 5 6 7 (7+6) 8 9 (6+7) 10 (10+7) 11 12 13 (3+5) 14 15 16 17 18 (18+22) 19 (7+10) 20 (5+9) 21 
0 1 2 3 (9+7) 4 5 (7+6) (2+7) 6 7 8 (14+8) 9 10 11 12 13 14 15 16 17 18 19 20 21 (7+9) 22 (6+8) 23 (8+1) 24 
23mLA3 0 1 2 3 4 5 6 7 8 9 10 11 (8+3) 12 13 14 15 16 (13+18) 17 18 (15+12) (18+13) 19 20 21 (7+26) 22 23 24 25 
(12+0)mLA1 0 (0+12) (0+7) 1 2 (1+12) (3+11) 3 4 (7+3) (21+2) 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 (11+3) 22 23 
(0+8) 0 1 (1+14) 2 3 (1+11) (3+16) (2+14) (14+2) 4 5 6 (8+0) 7 8 9 10 11 (5+16) 12 13 14 15 16 (18+9) 17 18 19 20 21 22 
(1+12) (0+13) 0 1 (2+9) 2 3 4 (5+4) (4+5) 5 6 7 8 9 (9+2) 10 11 12 (13+0) 13 14 15 16 17 18 19 20 21 22 23 24 
(7+1) 0 1 (1+8) 2 3 (3+1) (3+4) 4 (4+3) 5 6 7 (8+13) 8 9 (7+0) 10 11 12 13 14 15 (16+0) 16 17 18 19 20 21 22 23 
(12+3) 0 (0+7) (8+6) 1 (3+7) (6+14) (3+1) (7+3) 2 (3+6) 3 4 (7+0) 5 6 7 (14+6) 8 9 10 11 (17+11) 12 13 14 15 16 17 18 19 20 
(0+10) 0 (2+19) 1 2 (11+0) (0+11) (7+2) (4+9) (3+6) (3+12) 3 (12+1) 4 (10+0) 5 6 (16+1) (15+2) (5+11) (1+16) 7 (5+10) (6+3) 8 9 (1+12) 10 (10+5) 11 (9+15) 12 
0 1 2 3 (2+10) (11+2) 4 (0+6) (12+2) (12+4) (12+3) (3+12) (10+5) (6+0) (7+9) (5+11) (4+12) 5 (6+15) (5+10) 6 7 (11+5) (22+5) 8 9 (2+11) 10 (7+12) (9+7) 11 12 
(1+11) 0 1 2 3 (4+2) (2+11) (2+4) 4 (3+2) (3+8) 5 (6+0) (0+6) (2+3) (5+10) (9+3) 6 7 8 (9+8) (17+7) (11+1) (9+0) 9 (10+8) (5+12) (8+3) (4+8) 10 11 (17+19) 
(0+20) 0 1 2 (3+4) (0+5) 3 (5+0) 4 (4+16) (1+6) (4+5) 5 6 (1+11) (10+19) (4+3) 7 (5+4) 8 9 (6+4) 10 11 12 (16+4) (16+13) 13 (6+1) 14 (11+1) 15 
0 (0+27) (1+11) (0+7) (1+0) 1 2 3 (8+1) 4 (1+13) 5 (1+5) (5+1) 6 (26+5) (7+0) 7 (13+1) 8 9 10 11 (1+8) (7+9) (23+10) 12 13 (14+10) (27+0) 14 (9+1) 
(3+17) (8+3) (11+0) 0 1 (4+9) (0+1) 2 3 (2+0) (0+2) (8+4) (17+7) 4 5 (8+7) 6 (4+17) (17+3) 7 (7+8) 8 (1+9) (7+17) (17+4) 9 10 11 12 (4+8) (0+11) 13 
0 1 (1+19) (7+0) (0+13) (0+17) (15+9) 2 (2+11) 3 4 5 (0+12) 6 (8+7) 7 8 (3+10) 9 (13+0) (17+0) 10 11 12 (11+0) 13 14 (9+15) 15 16 (12+4) (12+0) 
(1+5) 0 1 2 3 (6+1) 4 5 (23+3) 6 7 8 9 10 (0+4) 11 (13+1) 12 13 (6+4) 14 (12+7) (4+6) 15 16 17 18 19 20 21 (4+0) (5+1) 
(5+4) (0+4) 0 (2+6) 1 (5+0) 2 (7+9) (12+1) 3 (10+22) (20+4) 4 (20+28) (1+9) 5 6 7 8 9 10 11 (6+1) (9+7) 12 13 14 (3+6) (18+6) 15 16 17 
0 (7+8) 1 (5+20) (1+4) (19+16) (8+9) (2+7) (2+5) 2 3 (3+1) 4 (0+5) (16+0) (4+1) 5 6 7 8 9 10 11 12 13 14 (5+26) 15 16 17 18 19 
0 1 2 (3+1) (3+1) 3 (9+13) (9+5) 4 5 6 7 8 9 (13+5) 10 11 (2+4) 12 13 14 (2+5) 15 16 (1+3) 17 18 19 20 21 (5+13) (1+22) 
0 1 2 3 (11+2) (9+4) (3+7) (0+14) 4 5 (7+1) (9+5) 6 (6+15) 7 8 (12+4) 9 10 11 12 13 14 15 16 17 (7+3) 18 19 (14+0) 20 21 
(0+4) 0 (7+8) 1 2 3 4 5 (3+8) 6 (13+4) 7 8 9 (3+18) 10 (4+5) (17+6) (4+0) 11 12 13 14 15 16 17 18 (7+4) 19 (8+3) 20 21 
(11+1) 0 (0+1) 1 2 3 (4+14) (1+10) 4 5 6 7 8 (21+7) 9 10 11 (0+12) (17+24) 12 13 14 15 16 17 18 19 (2+18) (6+15) 20 21 22 
0 (16+12) 1 (6+26) 2 3 4 5 6 7 8 (6+8) 9 10 11 12 13 (3+4) 14 (14+3) (26+6) 15 16 17 18 19 20 21 22 23 24 25 
0 (2+5) 1 2 (1+17) 3 4 5 6 7 (5+16) (3+8) 8 9 (8+23) (3+27) 10 11 12 13 14 15 16 17 18 (0+3) 19 20 21 22 23 (27+3) 
(2+0) 0 1 2 (0+2) (1+3) (3+6) 3 (1+6) 4 5 (3+1) (7+1) 6 7 8 (1+7) 9 10 11 12 13 14 (2+8) 15 16 17 18 19 (11+17) 20 (17+11) 
(8+9) (4+3) 0 (5+0) 1 (9+11) 2 (2+4) 3 4 5 6 (6+16) 7 8 9 10 11 (8+6) (4+2) (0+5) (8+13) 12 (3+4) (16+6) 13 14 (6+8) 15 16 17 18 
(10+2) 0 1 2 (1+11) (0+4) (1+6) (7+1) (4+0) (11+2) 3 4 (6+21) 5 6 (21+6) 7 8 9 10 11 (3+17) 12 13 (12+11) 14 (17+3) 15 16 17 (1+7) 18 
0 (24+3) 1 (4+17) 2 (11+5) (7+1) (6+9) (4+11) 3 4 5 6 7 8 (6+8) 9 (11+5) 10 (1+12) (9+6) (1+7) (15+0) 11 (4+1) 12 13 14 15 16 17 18 
(5+0) (20+1) (6+2) 0 1 (1+5) 2 3 4 5 (6+5) (7+10) 6 7 8 (5+1) (11+2) (5+6) 9 10 (0+5) 11 12 13 14 15 (5+6) 16 (1+20) (6+12) 17 18 
(1+5) (2+3) 0 (3+30) 1 2 (15+12) 3 4 5 (9+13) (13+10) 6 (10+1) 7 8 9 10 11 12 13 (3+12) (0+3) 14 (1+10) 15 16 17 18 19 (5+8) 20 
0 1 2 3 4 (4+25) 5 6 7 8 9 10 11 12 (11+9) (0+3) 13 14 15 16 17 18 (0+8) 19 20 (8+0) 21 (1+4) 22 23 24 25 
(6+1) 0 1 2 3 4 5 6 7 (0+13) (19+3) (2+6) (16+7) 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 (7+3) 24 25 
